,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Answers
9595,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,3
5954,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,1
1524,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,1
4434,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,1
4907,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,2
2277,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,3
849,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,3
5248,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,2
3219,300.6,309.6,1503,38.4,68,0,0,0,0,0,0,2
7111,300.8,310.4,1450,39.4,62,0,0,0,0,0,0,2
4412,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,1
6643,301.5,310.5,1308,60.5,139,0,0,0,0,0,0,2
7052,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,3
8480,298.4,309.6,1477,35.6,101,0,0,0,0,0,0,1
1812,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,1
3354,301.6,310.9,1559,40.2,191,0,0,0,0,0,0,1
4417,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,1
3070,300.0,309.1,1631,28.3,110,0,0,0,0,0,0,1
6879,300.8,311.2,2237,17.0,95,0,0,0,0,0,0,3
1351,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,1
80,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,3
6541,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,1
8039,300.8,311.9,1560,31.8,21,0,0,0,0,0,0,1
9344,298.2,308.8,1616,33.7,16,0,0,0,0,0,0,1
3616,301.8,311.1,1413,42.2,9,0,0,0,0,0,0,2
4819,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,1
420,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,2
7376,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,1
6745,301.8,311.1,1395,44.6,171,0,0,0,0,0,0,2
2882,300.6,309.6,1684,32.8,53,0,0,0,0,0,0,1
195,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,1
1608,297.8,307.7,1393,38.0,29,0,0,0,0,0,0,1
7865,300.5,311.9,1383,50.5,35,0,0,0,0,0,0,1
1450,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,2
8329,298.8,309.7,1424,49.6,129,0,0,0,0,0,0,1
7010,300.5,310.5,1469,42.9,14,0,0,0,0,0,0,2
5751,302.3,311.8,1475,42.8,38,0,0,0,0,0,0,3
137,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,1
8484,298.4,309.5,1397,50.3,110,0,0,0,0,0,0,1
1231,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,2
3587,301.8,310.5,1478,38.6,141,0,0,0,0,0,0,3
7703,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,3
7694,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,3
948,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,2
2020,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,3
9687,299.1,310.1,1649,31.6,41,0,0,0,0,0,0,2
6790,301.1,310.7,2219,16.7,79,0,0,0,0,0,0,2
6998,300.6,310.7,1388,42.9,190,0,0,0,0,0,0,2
5167,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,1
7813,300.0,311.5,1455,41.7,130,0,0,0,0,0,0,1
9956,298.2,307.8,1578,34.5,127,0,0,0,0,0,0,2
4086,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,1
6994,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,1
3704,302.0,311.2,1400,49.5,20,0,0,0,0,0,0,2
3947,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,3
2359,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,1
207,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,2
5476,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,2
6941,300.8,311.4,1316,57.6,43,0,0,0,0,0,0,1
3798,302.1,310.8,1786,25.7,47,0,0,0,0,0,0,1
1339,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,2
8857,297.7,308.9,1742,26.3,24,0,0,0,0,0,0,1
6297,301.1,310.5,1309,60.7,100,0,0,0,0,0,0,2
7493,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,1
699,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,3
893,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,2
543,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,3
854,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,2
3767,302.3,311.1,1630,35.6,183,0,0,0,0,0,0,1
2673,299.8,309.4,1480,40.9,2,0,0,0,0,0,0,1
6889,300.9,311.4,1387,42.7,121,0,0,0,0,0,0,3
4175,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,1
2846,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,1
5163,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,2
7201,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,1
3650,302.1,311.4,1446,39.7,95,0,0,0,0,0,0,1
1479,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,1
8672,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,1
7912,300.7,312.1,1498,44.0,155,0,0,0,0,0,0,1
6841,301.1,311.2,1591,35.0,208,0,0,0,0,0,0,2
8864,298.0,309.1,1574,34.8,40,0,0,0,0,0,0,2
2633,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,1
471,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,3
700,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,2
664,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,1
310,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,3
959,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,1
5854,301.2,310.9,1416,53.3,66,0,0,0,0,0,0,1
2007,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,1
6535,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,3
5089,303.9,313.1,1483,47.2,71,0,0,0,0,0,0,2
8534,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,2
9683,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,2
1908,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,1
1493,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,1
1025,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,1
536,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,1
6393,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,1
4077,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,1
121,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,1
5471,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,1
163,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,2
1865,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,1
968,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,1
8105,300.4,311.9,1476,48.7,189,0,0,0,0,0,0,1
5547,302.3,311.7,1540,28.9,149,0,0,0,0,0,0,2
7200,300.0,309.9,1608,33.4,76,0,0,0,0,0,0,1
1817,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,1
9787,298.6,309.5,1420,50.4,82,0,0,0,0,0,0,3
9139,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,1
7585,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,1
4131,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,1
3665,302.4,311.8,1358,50.6,133,0,0,0,0,0,0,2
5191,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,1
5961,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,1
8924,297.1,308.2,1527,42.2,199,0,0,0,0,0,0,3
8027,300.6,311.9,1425,44.9,224,0,0,0,0,0,0,1
8424,299.1,310.6,1380,44.7,170,0,0,0,0,0,0,1
8116,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,1
4308,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,3
5222,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,1
6633,301.5,310.5,1737,29.3,114,0,0,0,0,0,0,2
7467,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,3
9884,298.7,309.5,1673,30.8,141,0,0,0,0,0,0,1
1441,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,1
2247,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,2
2820,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,1
2334,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,1
3315,301.5,310.6,1492,43.0,100,0,0,0,0,0,0,2
7101,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,1
9661,299.0,310.0,1458,44.9,221,0,0,0,0,0,0,3
7831,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,2
4348,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,1
1998,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,3
4369,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,3
2671,299.7,309.3,1399,41.9,221,1,1,0,0,0,0,2
7187,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,1
8728,297.2,308.7,1398,38.1,88,0,0,0,0,0,0,2
9998,299.0,308.7,1408,48.5,25,0,0,0,0,0,0,3
4694,303.4,311.5,1424,50.8,128,0,0,0,0,0,0,1
4540,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,2
8631,297.3,308.3,1506,37.0,54,0,0,0,0,0,0,3
4209,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,2
8463,298.7,309.9,1411,45.1,51,0,0,0,0,0,0,2
3534,302.0,311.1,1769,26.0,10,0,0,0,0,0,0,2
3377,301.5,310.8,1591,29.6,33,0,0,0,0,0,0,3
1757,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,2
7590,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,2
1464,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,1
3577,301.6,310.4,1455,39.0,118,0,0,0,0,0,0,2
189,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,2
6751,301.7,311.0,1505,37.1,190,0,0,0,0,0,0,2
6089,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,1
7466,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,3
1200,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,2
7256,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,3
2856,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,3
7369,299.6,310.1,1646,29.6,73,0,0,0,0,0,0,2
7916,300.8,312.1,1512,37.1,169,0,0,0,0,0,0,1
5578,302.5,312.2,1574,38.7,30,0,0,0,0,0,0,1
5051,303.9,313.0,1480,39.9,176,0,0,0,0,0,0,1
2892,300.7,309.6,1329,54.3,80,0,0,0,0,0,0,1
3904,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,3
3625,302.1,311.4,1467,43.4,33,0,0,0,0,0,0,2
1718,298.2,307.7,1681,31.0,84,0,0,0,0,0,0,2
8761,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,1
9342,298.3,308.9,1706,31.8,8,0,0,0,0,0,0,3
3484,301.9,310.8,1519,39.0,90,0,0,0,0,0,0,1
8878,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,1
3714,302.3,311.4,1855,23.9,43,0,0,0,0,0,0,2
9795,298.5,309.3,1623,33.1,109,0,0,0,0,0,0,1
2534,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,1
4684,303.6,311.8,1421,44.8,101,1,0,0,0,0,0,2
7216,300.0,309.9,1651,28.1,114,0,0,0,0,0,0,2
2717,299.5,309.1,1422,45.3,103,0,0,0,0,0,0,2
6400,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,1
285,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,1
7023,300.7,310.6,1572,38.5,50,0,0,0,0,0,0,2
7854,300.3,311.8,1551,37.2,9,0,0,0,0,0,0,1
6542,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,1
7234,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,2
289,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,1
4008,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,2
7304,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,1
5884,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,2
9939,298.3,308.1,2636,12.8,84,0,0,0,0,0,0,3
9604,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,3
6356,300.1,309.7,1420,48.4,36,0,0,0,0,0,0,2
1049,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,1
4477,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,1
2884,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,1
6553,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,1
654,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,1
5597,302.7,312.0,1501,37.0,77,0,0,0,0,0,0,1
8962,297.3,307.9,1628,30.2,80,0,0,0,0,0,0,1
5782,301.7,311.1,1455,39.8,118,0,0,0,0,0,0,1
7536,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,1
9464,298.6,309.4,1440,48.2,136,0,0,0,0,0,0,1
3253,301.1,309.6,1502,48.9,160,0,0,0,0,0,0,1
2854,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,1
6977,300.7,311.1,2377,14.3,135,0,0,0,0,0,0,1
5489,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,1
3331,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,1
5446,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,1
5019,304.0,313.1,1466,39.5,83,0,0,0,0,0,0,2
4833,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,1
2050,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,2
8164,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,1
8840,297.3,308.7,1542,37.0,184,0,0,0,0,0,0,2
2801,300.2,309.5,1642,28.8,92,0,0,0,0,0,0,2
1463,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,1
2024,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,2
6105,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,2
9654,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,1
5143,304.3,313.5,1525,42.0,2,0,0,0,0,0,0,2
4774,303.6,312.0,1827,23.3,103,0,0,0,0,0,0,1
1117,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,1
6064,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,1
9553,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,1
3193,300.0,309.1,1401,44.5,0,0,0,0,0,0,0,1
4920,303.4,312.2,1337,69.4,52,1,0,0,1,0,0,1
3657,302.1,311.5,1477,45.4,111,0,0,0,0,0,0,1
5558,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,1
5097,304.2,313.4,1457,49.4,96,0,0,0,0,0,0,1
2002,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,1
7761,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,3
3601,301.7,310.5,1377,43.1,183,0,0,0,0,0,0,1
7614,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,1
8152,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,1
8373,298.7,309.7,1362,50.5,34,0,0,0,0,0,0,2
2264,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,2
5966,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,1
8306,298.7,310.1,1549,42.5,61,0,0,0,0,0,0,2
2157,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,2
9543,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,2
5189,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,2
4903,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,1
8235,299.2,310.6,1443,50.9,85,0,0,0,0,0,0,2
6521,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,1
9828,298.4,309.4,1385,50.0,201,0,0,0,0,0,0,1
8885,298.0,309.2,1438,42.9,101,0,0,0,0,0,0,2
6531,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,3
8055,300.2,311.6,1496,41.1,60,0,0,0,0,0,0,3
9746,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,1
6724,301.3,310.6,1560,36.8,113,0,0,0,0,0,0,1
6456,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,1
807,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,1
718,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,1
8114,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,3
5809,301.3,311.0,1580,36.6,184,0,0,0,0,0,0,3
6255,301.0,310.5,1379,57.3,204,1,0,0,0,1,0,1
9261,298.3,309.0,1470,38.4,10,0,0,0,0,0,0,3
4091,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,2
6875,300.8,311.2,1592,32.9,82,0,0,0,0,0,0,2
7690,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,2
6043,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,2
9294,298.1,309.0,1437,36.2,95,0,0,0,0,0,0,1
4409,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,2
332,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2
5411,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,1
2437,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,1
8602,297.4,308.1,1729,31.7,204,0,0,0,0,0,0,1
4110,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,1
8675,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,3
4928,303.5,312.3,1584,35.2,74,0,0,0,0,0,0,1
8824,297.3,308.9,1799,24.5,137,0,0,0,0,0,0,2
7099,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,2
3836,302.4,311.2,1466,43.9,152,0,0,0,0,0,0,1
1196,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,2
9630,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,1
1925,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,1
311,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,2
7249,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,1
2079,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,2
6976,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,1
9030,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,2
476,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,1
6379,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,1
613,298.1,309.9,1634,30.0,53,0,0,0,0,0,0,1
228,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,2
3254,301.0,309.7,1288,58.4,162,0,0,0,0,0,0,2
384,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,1
1399,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,1
6573,301.4,310.6,1855,25.3,178,0,0,0,0,0,0,2
3145,300.5,310.0,1415,43.5,98,0,0,0,0,0,0,2
6270,300.9,310.4,2021,18.8,30,0,0,0,0,0,0,1
723,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,2
3707,302.1,311.3,1497,38.4,28,0,0,0,0,0,0,2
2556,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,2
3646,302.2,311.5,1863,25.7,85,0,0,0,0,0,0,2
930,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,2
5677,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,1
2432,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,1
1233,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,2
1681,297.8,307.3,1804,26.0,222,0,0,0,0,0,0,2
1052,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,1
2539,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,1
4049,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,1
5612,303.0,312.3,1486,42.4,112,0,0,0,0,0,0,1
1987,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,2
1302,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,1
8448,298.5,310.0,1492,41.2,19,0,0,0,0,0,0,1
1060,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,3
3283,301.2,309.9,1449,45.5,23,0,0,0,0,0,0,1
6924,301.2,311.6,1461,52.9,208,1,0,0,0,1,0,1
3438,301.4,310.4,1471,37.5,193,0,0,0,0,0,0,1
6121,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,1
2259,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,1
1499,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,2
1906,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,1
6769,301.2,310.8,1392,52.6,23,0,0,0,0,0,0,1
7197,300.0,310.0,1486,41.8,69,0,0,0,0,0,0,1
5360,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,1
6978,300.7,311.1,1427,50.3,137,0,0,0,0,0,0,1
9164,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,1
7461,300.0,311.5,1749,28.3,83,0,0,0,0,0,0,1
9023,297.4,308.3,1706,30.9,9,0,0,0,0,0,0,1
388,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,1
2935,300.8,309.7,1680,28.2,189,0,0,0,0,0,0,2
4511,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,1
3056,300.2,309.2,1667,29.9,75,0,0,0,0,0,0,1
4166,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,3
175,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,1
876,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,1
6524,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,1
5128,304.2,313.4,1434,42.5,175,0,0,0,0,0,0,1
5896,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,1
7126,300.6,310.0,1542,33.9,100,0,0,0,0,0,0,2
9671,299.0,310.2,1412,44.1,246,0,0,0,0,0,0,1
529,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,1
9269,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,1
7849,300.3,311.7,1374,47.9,222,1,1,0,0,0,0,2
8188,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,2
5398,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,1
1516,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,1
8977,296.9,307.5,1556,31.2,116,0,0,0,0,0,0,2
3244,301.0,309.6,1397,48.0,135,0,0,0,0,0,0,2
9805,298.4,309.2,1651,28.5,141,0,0,0,0,0,0,1
5871,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,1
1546,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,1
6057,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,1
7910,300.8,312.2,1664,25.7,150,0,0,0,0,0,0,2
7172,300.1,310.1,1402,46.6,10,0,0,0,0,0,0,2
8813,297.1,308.4,1693,29.5,100,0,0,0,0,0,0,1
6601,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,2
1797,298.0,307.6,1508,41.8,89,0,0,0,0,0,0,2
8955,297.4,308.0,1355,55.1,63,0,0,0,0,0,0,2
3066,300.1,309.2,1457,44.3,98,0,0,0,0,0,0,2
1912,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,2
4382,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,1
2225,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,2
1775,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,1
7262,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,2
626,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,1
1615,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,1
542,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,1
5302,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,1
4071,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,1
4057,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,1
9796,298.4,309.3,1694,30.9,111,0,0,0,0,0,0,3
9076,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,1
8406,298.4,309.5,1344,45.3,122,0,0,0,0,0,0,2
6200,301.0,310.9,1679,29.8,64,0,0,0,0,0,0,1
6883,300.9,311.3,1953,19.4,107,0,0,0,0,0,0,1
3979,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,1
892,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,1
5173,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,2
5721,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,2
748,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,3
9468,298.6,309.4,1375,55.4,145,0,0,0,0,0,0,1
8465,298.7,309.8,1475,40.5,59,0,0,0,0,0,0,2
4899,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,1
9751,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,1
9897,298.8,309.3,1357,47.1,176,0,0,0,0,0,0,1
9640,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,1
8078,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,1
2914,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,3
3782,302.2,310.8,1827,23.8,9,0,0,0,0,0,0,1
6248,300.8,310.1,1405,61.2,189,1,0,0,1,1,0,1
8644,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,2
4512,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,2
8854,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,2
7598,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,1
3520,301.9,311.0,1669,32.2,191,0,0,0,0,0,0,1
8660,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,1
7388,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,2
9494,299.2,309.9,1516,41.4,219,0,0,0,0,0,0,1
2948,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,1
3623,302.0,311.3,1530,36.4,27,0,0,0,0,0,0,2
8362,298.6,309.6,1353,62.5,9,0,0,0,0,0,0,1
8075,300.4,312.0,1366,43.0,117,0,0,0,0,0,0,1
156,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,2
4634,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,1
6534,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,1
1445,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,1
1774,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,2
2201,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,1
1056,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,1
6655,301.4,310.3,1639,32.7,171,0,0,0,0,0,0,1
6831,301.1,311.0,1565,52.3,183,0,0,0,0,0,0,1
1057,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,1
6843,301.3,311.3,1509,42.5,213,0,0,0,0,0,0,1
5993,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,2
5994,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,1
2911,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,2
4646,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,1
4836,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,1
5754,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,1
5492,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,2
3521,301.9,311.0,1541,38.9,193,0,0,0,0,0,0,1
